"genome"	"Relative_abundance"	"Completeness"	"Contamination"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Family_genus"	"Family_genus_bin"	"3-Hydroxypropionate bi-cycle"	"Acetyl-CoA pathway, CO2 => acetyl-CoA"	"Citrate cycle (TCA cycle, Krebs cycle)"	"Dicarboxylate-hydroxybutyrate cycle"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	"Glyoxylate cycle"	"Hydroxypropionate-hydroxybutylate cycle"	"Methanogenesis, CO2 => methane"	"Pentose phosphate pathway (Pentose phosphate cycle)"	"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)"	"Reductive citrate cycle (Arnon-Buchanan cycle)"	"Reductive pentose phosphate cycle (Calvin cycle)"	"Complex I: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	"Complex I: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex"	"Complex I: NADH:quinone oxidoreductase, prokaryotes"	"Complex II: Fumarate reductase, prokaryotes"	"Complex II: Succinate dehydrogenase (ubiquinone)"	"Complex II: Succinate dehydrogenase, prokaryotes"	"Complex III: Cytochrome bc1 complex"	"Complex III: Cytochrome bc1 complex respiratory unit"	"Complex III: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome c oxidase, cbb3-type"	"Complex IV Low affinity: Cytochrome aa3-600 menaquinol oxidase"	"Complex IV Low affinity: Cytochrome c oxidase"	"Complex IV Low affinity: Cytochrome c oxidase, prokaryotes"	"Complex IV Low affinity: Cytochrome o ubiquinol oxidase"	"Complex V: F-type ATPase, eukaryotes"	"Complex V: F-type ATPase, prokaryotes and chloroplasts"	"Complex V: V-type ATPase, eukaryotes"	"Complex V: V/A-type ATPase, prokaryotes"	"CAZy: Alpha-galactans"	"CAZy: Alpha-mannan"	"CAZy: Amorphous Cellulose"	"CAZy: Arabinan"	"CAZy: Arabinose cleavage"	"CAZy: Beta-galactan (pectic galactan)"	"CAZy: Beta-mannan"	"CAZy: Chitin"	"CAZy: Crystalline Cellulose"	"CAZy: Fucose Cleavage"	"CAZy: Mixed-Linkage glucans"	"CAZy: Mucin"	"CAZy: Pectin"	"CAZy: Polyphenolics"	"CAZy: Rhamnose cleavage"	"CAZy: Starch"	"CAZy: Sulf-Polysachharides"	"CAZy: Xylans"	"CAZy: Xyloglucan"	"Methanogenesis and methanotrophy: Key functional gene"	"Methanogenesis and methanotrophy: acetate => methane, pt 1"	"Methanogenesis and methanotrophy: acetate => methane, pt 2"	"Methanogenesis and methanotrophy: acetate => methane, pt 3"	"Methanogenesis and methanotrophy: dimethylamine => monomethylamine"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (mmo)"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (pmo)"	"Methanogenesis and methanotrophy: methanol => methane"	"Methanogenesis and methanotrophy: monomethylamine => ammonia"	"Methanogenesis and methanotrophy: putative but not defining CO2 => methane"	"Methanogenesis and methanotrophy: trimethylamine => dimethylamine"	"Nitrogen metabolism: Bacterial (aerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial (anaerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial/Archaeal ammonia oxidation"	"Nitrogen metabolism: Dissimilatory nitrite reduction to ammonia (DNRA)"	"Nitrogen metabolism: Nitrogen fixation alternative"	"Nitrogen metabolism: ammonia => nitrite"	"Nitrogen metabolism: nitrate => nitrite"	"Nitrogen metabolism: nitric oxide => nitrous oxide"	"Nitrogen metabolism: nitrite => nitric oxide"	"Nitrogen metabolism: nitrite => nitrate"	"Nitrogen metabolism: nitrogen => ammonia"	"Nitrogen metabolism: nitrous oxide => nitrogen"	"Other Reductases: TMAO reductase"	"Other Reductases: arsenate reduction, pt 1"	"Other Reductases: arsenate reduction, pt 2"	"Other Reductases: mercury reduction"	"Other Reductases: selenate/Chlorate reduction"	"Photosynthesis: Photosystem I"	"Photosynthesis: Photosystem II"	"SCFA and alcohol conversions: Alcohol production"	"SCFA and alcohol conversions: Butyrate, pt 1"	"SCFA and alcohol conversions: Butyrate, pt 2"	"SCFA and alcohol conversions: Propionate, pt 1"	"SCFA and alcohol conversions: Propionate, pt 2"	"SCFA and alcohol conversions: acetate, pt 1"	"SCFA and alcohol conversions: acetate, pt 2"	"SCFA and alcohol conversions: acetate, pt 3"	"SCFA and alcohol conversions: lactate D"	"SCFA and alcohol conversions: lactate L"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v1"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v2"	"SCFA and alcohol conversions: pyruvate => acetylCoA f+ formate v3"	"Sulfur metabolism: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	"Sulfur metabolism: dissimilatory sulfate reduction (and oxidation) sulfate => sulfide"	"Sulfur metabolism: tetrathionate => thiosulfate"	"Sulfur metabolism: thiosulfate => sulfite"
"NitrifyingCombined_metaMDBG_metabat2.7"	0.1193	99.9	0.08	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Hyphomicrobiaceae*"	"*Hyphomicrobium_C*"	"**Unidentified species**"	"*Hyphomicrobiaceae*, *Hyphomicrobium_C*"	"*Hyphomicrobiaceae*, *Hyphomicrobium_C* (NitrifyingCombined_metaMDBG_metabat2.7)"	0.5	0	1	0.384615384615385	0	0.777777777777778	0.6	0.142857142857143	0.375	0.714285714285714	0.428571428571429	0.7	0.909090909090909	0	0.142857142857143	0.857142857142857	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0.2	1	1	0.0666666666666667	0.875	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"NitrifyingCombined_metaMDBG_metabat2.91"	0.1048	98.3	0.01	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Chitinophagales*"	"*Chitinophagaceae*"	"*Flavipsychrobacter*"	"**Unidentified species**"	"*Chitinophagaceae*, *Flavipsychrobacter*"	"*Chitinophagaceae*, *Flavipsychrobacter* (NitrifyingCombined_metaMDBG_metabat2.91)"	0	0	0.875	0.307692307692308	0	0.888888888888889	0.4	0.214285714285714	0.125	0.714285714285714	0.285714285714286	0.7	0.545454545454545	0	0	0.538461538461538	0	0	0.75	0	0	0	0	1	0	0.133333333333333	0.666666666666667	0	0	0.875	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
"NitrifyingCombined_metaMDBG_metabat2.97"	0.1555	95.03	1.64	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_metaMDBG_metabat2.97)"	0.5	0	1	0.384615384615385	1	0.888888888888889	1	0.142857142857143	0.125	1	0.428571428571429	0.7	1	0	0.142857142857143	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0.2	1	0	0.0666666666666667	0.75	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"NitrifyingCombined_metaMDBG_semibin2_14"	0.1492	91.68	1.67	"d__Bacteria"	"*Chloroflexota*"	"*Chloroflexia*"	"*Thermomicrobiales*"	"*UBA6265*"	"*JACCYK01*"	"**Unidentified species**"	"*UBA6265*, *JACCYK01*"	"*UBA6265*, *JACCYK01* (NitrifyingCombined_metaMDBG_semibin2_14)"	0	0	1	0.384615384615385	0.75	0.666666666666667	0.8	0.214285714285714	0.125	1	0	0.6	0.636363636363636	0	0	0.785714285714286	0	0	0.75	0	0.333333333333333	0	0	0	0	0.133333333333333	1	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"NitrifyingCombined_metaMDBG_semibin2_18"	0.0941	87.01	2	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Caldilineales*"	"*Caldilineaceae*"	"*QEUY01*"	"**Unidentified species**"	"*Caldilineaceae*, *QEUY01*"	"*Caldilineaceae*, *QEUY01* (NitrifyingCombined_metaMDBG_semibin2_18)"	0	0	0.875	0.307692307692308	0.5	0.666666666666667	0.6	0.142857142857143	0.25	1	0.142857142857143	0.8	0.363636363636364	0	0	0.692307692307692	0	0	0.75	0	0	0	0	0	0	0.133333333333333	0.5	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
"NitrifyingCombined_metaMDBG_semibin2_28"	0.0686	93.68	3.02	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Legionellales*"	"*Legionellaceae*"	"*Legionella*"	"**Unidentified species**"	"*Legionellaceae*, *Legionella*"	"*Legionellaceae*, *Legionella* (NitrifyingCombined_metaMDBG_semibin2_28)"	0	0	1	0.307692307692308	1	0.888888888888889	0.6	0	0	0.714285714285714	0.142857142857143	0.8	0.636363636363636	0	0	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	0	0	0.2	1	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
"NitrifyingCombined_metaMDBG_semibin2_3"	0.0771	95.35	1.2	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Flavobacteriales*"	"*Crocinitomicaceae*"	"*Taishania*"	"**Unidentified species**"	"*Crocinitomicaceae*, *Taishania*"	"*Crocinitomicaceae*, *Taishania* (NitrifyingCombined_metaMDBG_semibin2_3)"	0	0	0.75	0.307692307692308	0	0.888888888888889	0.4	0.142857142857143	0.125	0.714285714285714	0.285714285714286	0.5	0.727272727272727	0	0	0.769230769230769	0	0	0.75	0	0	0	0	1	0	0.133333333333333	0.333333333333333	0	0	0.875	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"NitrifyingCombined_metabat2.123"	0.1696	100	0.39	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Xanthomonadales*"	"*Xanthomonadaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Xanthomonadaceae*, **Unidentified genus**"	"*Xanthomonadaceae*, **Unidentified genus** (NitrifyingCombined_metabat2.123)"	0	0	1	0.538461538461538	0	0.888888888888889	1	0.0714285714285714	0	0.571428571428571	0.285714285714286	0.7	0.636363636363636	0	0	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0.2	1	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"NitrifyingCombined_metabat2.198"	0.1575	86.12	2.7	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Caldilineales*"	"*Caldilineaceae*"	"*CFX5*"	"**Unidentified species**"	"*Caldilineaceae*, *CFX5*"	"*Caldilineaceae*, *CFX5* (NitrifyingCombined_metabat2.198)"	0	0	0.875	0.307692307692308	0.5	0.888888888888889	0.8	0.142857142857143	0.375	0.857142857142857	0	0.7	0.454545454545455	0	0	0.25	0	0	0.75	0	0	0	0	0	0	0.133333333333333	1	0	0	0.625	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"NitrifyingCombined_metabat2.75"	0.1585	95.77	1.33	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_metabat2.75)"	0.25	0	1	0.307692307692308	1	0.888888888888889	1	0.142857142857143	0.125	1	0.428571428571429	0.7	0.636363636363636	0	0.142857142857143	1	0	0	1	0.3	1	0	0	1	0	0.2	1	0	0.0666666666666667	0.75	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"NitrifyingCombined_semibin2_12"	0.0885	84.21	0.04	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Devosiaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Devosiaceae*, **Unidentified genus**"	"*Devosiaceae*, **Unidentified genus** (NitrifyingCombined_semibin2_12)"	0	0	1	0.230769230769231	0.75	0.777777777777778	0.6	0	0	1	0.285714285714286	0.7	0.818181818181818	0	0.0714285714285714	0.928571428571429	0	0	0.25	0	0	0	0	1	0	0.133333333333333	1	0	0.0666666666666667	0.75	0	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"QpsNitrifying4mlFrozenRep1_complete.16"	0.8777	98.83	0.01	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Pseudaminobacter*"	"**Unidentified species**"	"*Rhizobiaceae*, *Pseudaminobacter*"	"*Rhizobiaceae*, *Pseudaminobacter* (QpsNitrifying4mlFrozenRep1_complete.16)"	0.25	0	1	0.307692307692308	1	0.888888888888889	1	0.142857142857143	0.375	1	0.428571428571429	0.7	1	0	0.142857142857143	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0.2	1	0	0.0666666666666667	0.75	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"QpsNitrifying4mlFrozenRep1_complete.20"	2.5594	99.97	0.38	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Sphingomonadales*"	"*Sphingomonadaceae*"	"*Allosphingosinicella*"	"**Unidentified species**"	"*Sphingomonadaceae*, *Allosphingosinicella*"	"*Sphingomonadaceae*, *Allosphingosinicella* (QpsNitrifying4mlFrozenRep1_complete.20)"	0.25	0	1	0.384615384615385	0.25	0.888888888888889	1	0.142857142857143	0	0.714285714285714	0.285714285714286	0.8	0.818181818181818	0	0.142857142857143	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0.2	1	0	0.133333333333333	0.625	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
"QpsNitrifying4mlFrozenRep1_complete.25"	7.6154	96.84	0.61	"d__Bacteria"	"*Armatimonadota*"	"*Fimbriimonadia*"	"*Fimbriimonadales*"	"*Fimbriimonadaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Fimbriimonadaceae*, **Unidentified genus**"	"*Fimbriimonadaceae*, **Unidentified genus** (QpsNitrifying4mlFrozenRep1_complete.25)"	0	0	0.625	0.307692307692308	0	0.888888888888889	0.2	0.0714285714285714	0	0.571428571428571	0.142857142857143	0.5	0.363636363636364	0	0	0.785714285714286	0	0	0.75	0	0	0	0	0	0	0.0666666666666667	0.666666666666667	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"QpsNitrifying4mlFrozenRep1_complete.32"	1.0664	100	1.73	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (QpsNitrifying4mlFrozenRep1_complete.32)"	0.5	0	1	0.384615384615385	1	0.888888888888889	1	0.142857142857143	0	1	0.428571428571429	0.7	0.818181818181818	0	0.142857142857143	1	0	0	1	0.222222222222222	1	0.666666666666667	0.666666666666667	1	0	0.2	1	0	0.0666666666666667	0.75	0	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"QpsNitrifying4mlFrozenRep1_complete.35"	4.4616	97.66	1.39	"d__Bacteria"	"*Actinomycetota*"	"*Actinomycetes*"	"*Actinomycetales*"	"*Microbacteriaceae*"	"*Terrimesophilobacter*"	"**Unidentified species**"	"*Microbacteriaceae*, *Terrimesophilobacter*"	"*Microbacteriaceae*, *Terrimesophilobacter* (QpsNitrifying4mlFrozenRep1_complete.35)"	0	0	1	0.153846153846154	0.5	0.777777777777778	0.8	0	0.125	0.857142857142857	0.142857142857143	0.6	0.727272727272727	0	0	0	0	0	1	0	1	0	0	0	0	0.133333333333333	1	0	0	0.875	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.13"	0.8681	99.98	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Mesorhizobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Mesorhizobium_A*"	"*Rhizobiaceae*, *Mesorhizobium_A* (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.13)"	0	0	1	0.307692307692308	1	0.888888888888889	1	0.142857142857143	0	1	0.428571428571429	0.7	0.818181818181818	0	0.142857142857143	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0.2	1	0	0.0666666666666667	0.75	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
